"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","UniqueCarrier","AirlineID","Carrier","TailNum","FlightNum","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N398DA","2568",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,"0030","0025",-5.00,0.00,0.00,-1,"0001-0559",15.00,"0040","0729",3.00,"0742","0732",-10.00,0.00,0.00,-1,"0700-0759",0.00,"",0.00,252.00,247.00,229.00,1.00,1965.00,8,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N344NW","2569",15376,1537602,30436,"TUS","Tucson, AZ","AZ","04","Arizona",81,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0625","0623",-2.00,0.00,0.00,-1,"0600-0659",10.00,"0633","1238",9.00,"1258","1247",-11.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,213.00,204.00,185.00,1.00,1541.00,7,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N338NW","2570",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,14679,1467903,33570,"SAN","San Diego, CA","CA","06","California",91,"1740","1738",-2.00,0.00,0.00,-1,"1700-1759",13.00,"1751","1912",3.00,"1924","1915",-9.00,0.00,0.00,-1,"1900-1959",0.00,"",0.00,224.00,217.00,201.00,1.00,1532.00,7,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N315NB","2572",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,13486,1348602,33486,"MSO","Missoula, MT","MT","30","Montana",84,"1945","1940",-5.00,0.00,0.00,-1,"1900-1959",15.00,"1955","2105",6.00,"2136","2111",-25.00,0.00,0.00,-2,"2100-2159",0.00,"",0.00,171.00,151.00,130.00,1.00,1013.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N376NW","2573",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13232,1323202,30977,"MDW","Chicago, IL","IL","17","Illinois",41,"1210","1216",6.00,6.00,0.00,0,"1200-1259",25.00,"1241","1304",7.00,"1302","1311",9.00,9.00,0.00,0,"1300-1359",0.00,"",0.00,112.00,115.00,83.00,1.00,591.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N376NW","2573",13232,1323202,30977,"MDW","Chicago, IL","IL","17","Illinois",41,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1342","1350",8.00,8.00,0.00,0,"1300-1359",10.00,"1400","1617",7.00,"1636","1624",-12.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,114.00,94.00,77.00,1.00,591.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N924DN","2574",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,"1144","1153",9.00,9.00,0.00,0,"1100-1159",12.00,"1205","1322",4.00,"1309","1326",17.00,17.00,1.00,1,"1300-1359",0.00,"",0.00,85.00,93.00,77.00,1.00,444.00,2,9.00,0.00,8.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N924DN","2574",14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1349","1407",18.00,18.00,1.00,1,"1300-1359",13.00,"1420","1527",23.00,"1526","1550",24.00,24.00,1.00,1,"1500-1559",0.00,"",0.00,97.00,103.00,67.00,1.00,444.00,2,1.00,0.00,6.00,0.00,17.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N6702","2575",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,"1950","1948",-2.00,0.00,0.00,-1,"1900-1959",17.00,"2005","2046",6.00,"2109","2052",-17.00,0.00,0.00,-2,"2100-2159",0.00,"",0.00,199.00,184.00,161.00,1.00,1199.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N388DA","2576",11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1741","1736",-5.00,0.00,0.00,-1,"1700-1759",23.00,"1759","1922",10.00,"1940","1932",-8.00,0.00,0.00,-1,"1900-1959",0.00,"",0.00,119.00,116.00,83.00,1.00,594.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N3740C","2577",13303,1330303,32467,"MIA","Miami, FL","FL","12","Florida",33,12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,"1540","1532",-8.00,0.00,0.00,-1,"1500-1559",19.00,"1551","1759",6.00,"1839","1805",-34.00,0.00,0.00,-2,"1800-1859",0.00,"",0.00,179.00,153.00,128.00,1.00,1089.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N3769L","2578",10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,"0700","0653",-7.00,0.00,0.00,-1,"0700-0759",11.00,"0704","1111",10.00,"1122","1121",-1.00,0.00,0.00,-1,"1100-1159",0.00,"",0.00,202.00,208.00,187.00,1.00,1448.00,6,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N751AT","2579",12173,1217302,32134,"HNL","Honolulu, HI","HI","15","Hawaii",2,12892,1289203,32575,"LAX","Los Angeles, CA","CA","06","California",91,"1527","1528",1.00,1.00,0.00,0,"1500-1559",15.00,"1543","2348",4.00,"2355","2352",-3.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,328.00,324.00,305.00,1.00,2556.00,11,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N956DN","2580",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14193,1419304,33728,"PNS","Pensacola, FL","FL","12","Florida",33,"2144","2142",-2.00,0.00,0.00,-1,"2100-2159",15.00,"2157","2141",4.00,"2156","2145",-11.00,0.00,0.00,-1,"2100-2159",0.00,"",0.00,72.00,63.00,44.00,1.00,271.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N995AT","2581",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,12951,1295103,32951,"LFT","Lafayette, LA","LA","22","Louisiana",72,"1920","1918",-2.00,0.00,0.00,-1,"1900-1959",20.00,"1938","1948",10.00,"2004","1958",-6.00,0.00,0.00,-1,"2000-2059",0.00,"",0.00,104.00,100.00,70.00,1.00,503.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N349NW","2582",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11066,1106603,31066,"CMH","Columbus, OH","OH","39","Ohio",44,"1345","1337",-8.00,0.00,0.00,-1,"1300-1359",10.00,"1347","1611",4.00,"1630","1615",-15.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,105.00,98.00,84.00,1.00,626.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N962DL","2583",10821,1082103,30852,"BWI","Baltimore, MD","MD","24","Maryland",35,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"0941","0938",-3.00,0.00,0.00,-1,"0900-0959",11.00,"0949","1053",15.00,"1108","1108",0.00,0.00,0.00,0,"1100-1159",0.00,"",0.00,87.00,90.00,64.00,1.00,409.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N339NW","2584",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,15376,1537602,30436,"TUS","Tucson, AZ","AZ","04","Arizona",81,"2020","2021",1.00,1.00,0.00,0,"2000-2059",15.00,"2036","2049",3.00,"2110","2052",-18.00,0.00,0.00,-2,"2100-2159",0.00,"",0.00,230.00,211.00,193.00,1.00,1541.00,7,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N980DL","2585",13485,1348502,33485,"MSN","Madison, WI","WI","55","Wisconsin",45,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,"0715","0711",-4.00,0.00,0.00,-1,"0700-0759",13.00,"0724","0805",5.00,"0817","0810",-7.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,62.00,59.00,41.00,1.00,228.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N353NW","2586",11298,1129803,30194,"DFW","Dallas/Fort Worth, TX","TX","48","Texas",74,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,"1430","1424",-6.00,0.00,0.00,-1,"1400-1459",15.00,"1439","1600",6.00,"1612","1606",-6.00,0.00,0.00,-1,"1600-1659",0.00,"",0.00,162.00,162.00,141.00,1.00,989.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N353NW","2586",14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,11298,1129803,30194,"DFW","Dallas/Fort Worth, TX","TX","48","Texas",74,"0948","0944",-4.00,0.00,0.00,-1,"0900-0959",15.00,"0959","1300",10.00,"1327","1310",-17.00,0.00,0.00,-2,"1300-1359",0.00,"",0.00,159.00,146.00,121.00,1.00,989.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N690DL","2587",11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,14057,1405702,34057,"PDX","Portland, OR","OR","41","Oregon",92,"1945","1943",-2.00,0.00,0.00,-1,"1900-1959",15.00,"1958","2101",6.00,"2124","2107",-17.00,0.00,0.00,-2,"2100-2159",0.00,"",0.00,279.00,264.00,243.00,1.00,1953.00,8,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N727TW","2588",14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,"0700","0658",-2.00,0.00,0.00,-1,"0700-0759",26.00,"0724","1513",8.00,"1523","1521",-2.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,323.00,323.00,289.00,1.00,2422.00,10,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N358NW","2589",14100,1410002,34100,"PHL","Philadelphia, PA","PA","42","Pennsylvania",23,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"0945","0939",-6.00,0.00,0.00,-1,"0900-0959",22.00,"1001","1113",6.00,"1127","1119",-8.00,0.00,0.00,-1,"1100-1159",0.00,"",0.00,102.00,100.00,72.00,1.00,453.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N394DA","2590",10713,1071302,30713,"BOI","Boise, ID","ID","16","Idaho",83,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,"0640","0640",0.00,0.00,0.00,0,"0600-0659",14.00,"0654","0734",4.00,"0743","0738",-5.00,0.00,0.00,-1,"0700-0759",0.00,"",0.00,63.00,58.00,40.00,1.00,290.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N355NB","2591",11298,1129803,30194,"DFW","Dallas/Fort Worth, TX","TX","48","Texas",74,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,"1915","1913",-2.00,0.00,0.00,-1,"1900-1959",12.00,"1925","2045",5.00,"2058","2050",-8.00,0.00,0.00,-1,"2000-2059",0.00,"",0.00,163.00,157.00,140.00,1.00,989.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N353NB","2592",12892,1289203,32575,"LAX","Los Angeles, CA","CA","06","California",91,13495,1349503,33495,"MSY","New Orleans, LA","LA","22","Louisiana",72,"1715","1713",-2.00,0.00,0.00,-1,"1700-1759",16.00,"1729","2244",4.00,"2257","2248",-9.00,0.00,0.00,-1,"2200-2259",0.00,"",0.00,222.00,215.00,195.00,1.00,1670.00,7,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N906DL","2593",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14321,1432103,34321,"PWM","Portland, ME","ME","23","Maine",12,"0810","0810",0.00,0.00,0.00,0,"0800-0859",15.00,"0825","1024",4.00,"1047","1028",-19.00,0.00,0.00,-2,"1000-1059",0.00,"",0.00,157.00,138.00,119.00,1.00,1027.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N906DL","2593",14321,1432103,34321,"PWM","Portland, ME","ME","23","Maine",12,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1127","1119",-8.00,0.00,0.00,-1,"1100-1159",11.00,"1130","1358",4.00,"1420","1402",-18.00,0.00,0.00,-2,"1400-1459",0.00,"",0.00,173.00,163.00,148.00,1.00,1027.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N346NB","2594",12953,1295302,31703,"LGA","New York, NY","NY","36","New York",22,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,"0815","0808",-7.00,0.00,0.00,-1,"0800-0859",20.00,"0828","1010",9.00,"1038","1019",-19.00,0.00,0.00,-2,"1000-1059",0.00,"",0.00,263.00,251.00,222.00,1.00,1620.00,7,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N940DL","2595",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,13931,1393102,33667,"ORF","Norfolk, VA","VA","51","Virginia",38,"1754","1752",-2.00,0.00,0.00,-1,"1700-1759",21.00,"1813","1920",6.00,"1933","1926",-7.00,0.00,0.00,-1,"1900-1959",0.00,"",0.00,99.00,94.00,67.00,1.00,516.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N951DL","2596",13931,1393102,33667,"ORF","Norfolk, VA","VA","51","Virginia",38,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0815","0811",-4.00,0.00,0.00,-1,"0800-0859",8.00,"0819","0953",12.00,"1011","1005",-6.00,0.00,0.00,-1,"1000-1059",0.00,"",0.00,116.00,114.00,94.00,1.00,516.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N331NW","2597",10529,1052904,30529,"BDL","Hartford, CT","CT","09","Connecticut",11,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1525","1523",-2.00,0.00,0.00,-1,"1500-1559",12.00,"1535","1743",8.00,"1750","1751",1.00,1.00,0.00,0,"1700-1759",0.00,"",0.00,145.00,148.00,128.00,1.00,859.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N314NB","2598",14683,1468303,33214,"SAT","San Antonio, TX","TX","48","Texas",74,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,"1410","1409",-1.00,0.00,0.00,-1,"1400-1459",7.00,"1416","1549",5.00,"1559","1554",-5.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,169.00,165.00,153.00,1.00,1087.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N314NB","2598",14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,14683,1468303,33214,"SAT","San Antonio, TX","TX","48","Texas",74,"0951","0952",1.00,1.00,0.00,0,"0900-0959",17.00,"1009","1315",3.00,"1335","1318",-17.00,0.00,0.00,-2,"1300-1359",0.00,"",0.00,164.00,146.00,126.00,1.00,1087.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N934DL","2599",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14635,1463502,31714,"RSW","Fort Myers, FL","FL","12","Florida",33,"0810","0807",-3.00,0.00,0.00,-1,"0800-0859",24.00,"0831","0944",6.00,"0948","0950",2.00,2.00,0.00,0,"0900-0959",0.00,"",0.00,98.00,103.00,73.00,1.00,515.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N934DL","2599",14635,1463502,31714,"RSW","Fort Myers, FL","FL","12","Florida",33,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1028","1025",-3.00,0.00,0.00,-1,"1000-1059",12.00,"1037","1152",9.00,"1210","1201",-9.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,102.00,96.00,75.00,1.00,515.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N948DL","2600",12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,13303,1330303,32467,"MIA","Miami, FL","FL","12","Florida",33,"1815","1806",-9.00,0.00,0.00,-1,"1800-1859",38.00,"1844","2124",6.00,"2124","2130",6.00,6.00,0.00,0,"2100-2159",0.00,"",0.00,189.00,204.00,160.00,1.00,1089.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N920DE","2601",13485,1348502,33485,"MSN","Madison, WI","WI","55","Wisconsin",45,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"1624","1629",5.00,5.00,0.00,0,"1600-1659",10.00,"1639","1840",5.00,"1844","1845",1.00,1.00,0.00,0,"1800-1859",0.00,"",0.00,80.00,76.00,61.00,1.00,311.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N979AT","2604",12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,"1945","2036",51.00,51.00,1.00,3,"1900-1959",33.00,"2109","2227",4.00,"2202","2231",29.00,29.00,1.00,1,"2200-2259",0.00,"",0.00,137.00,115.00,78.00,1.00,509.00,3,0.00,0.00,0.00,0.00,29.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N941DL","2605",10257,1025702,30257,"ALB","Albany, NY","NY","36","New York",22,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"0550","0544",-6.00,0.00,0.00,-1,"0001-0559",19.00,"0603","0816",6.00,"0830","0822",-8.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,160.00,158.00,133.00,1.00,853.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N979AT","2606",12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,10721,1072102,30721,"BOS","Boston, MA","MA","25","Massachusetts",13,"1535","1532",-3.00,0.00,0.00,-1,"1500-1559",53.00,"1625","1703",7.00,"1702","1710",8.00,8.00,0.00,0,"1700-1759",0.00,"",0.00,87.00,98.00,38.00,1.00,187.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N802DN","2607",10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,14057,1405702,34057,"PDX","Portland, OR","OR","41","Oregon",92,"1940","1938",-2.00,0.00,0.00,-1,"1900-1959",19.00,"1957","2129",2.00,"2152","2131",-21.00,0.00,0.00,-2,"2100-2159",0.00,"",0.00,312.00,293.00,272.00,1.00,2172.00,9,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N892AT","2608",12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,10721,1072102,30721,"BOS","Boston, MA","MA","25","Massachusetts",13,"0725","0725",0.00,0.00,0.00,0,"0700-0759",21.00,"0746","0818",7.00,"0836","0825",-11.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,71.00,60.00,32.00,1.00,187.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N891AT","2611",12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,10721,1072102,30721,"BOS","Boston, MA","MA","25","Massachusetts",13,"1729","1727",-2.00,0.00,0.00,-1,"1700-1759",52.00,"1819","1858",8.00,"1853","1906",13.00,13.00,0.00,0,"1800-1859",0.00,"",0.00,84.00,99.00,39.00,1.00,187.00,1,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2014,3,9,22,1,2014-09-22,"DL",19790,"DL","N3768","2619",12478,1247802,31703,"JFK","New York, NY","NY","36","New York",22,14057,1405702,34057,"PDX","Portland, OR","OR","41","Oregon",92,"1848","1918",30.00,30.00,1.00,2,"1800-1859",29.00,"1947","2155",2.00,"2151","2157",6.00,6.00,0.00,0,"2100-2159",0.00,"",0.00,363.00,339.00,308.00,1.00,2454.00,10,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
